"128","128","DULCE DE MEMBRILLO CAJA CAYFAR x 5kg ","DULCE DE MEMBRILLO CAJA CAYFAR x 5kg ","no","500","600","0","600","600","123456789","5","1","no","no"," 20210101000101","20210101000101"
"129","129","DULCE DE MEMBRILLO LATA CAYFAR x 5kg","DULCE DE MEMBRILLO LATA CAYFAR x 5kg","no","500","770","0","770","770","123456789","5","1","no","no"," 20210101000101","20210101000101"
"130","130","DURAZNO x  800 g","DURAZNO x  800 g","no","500","195","0","195","195","123456789","5","1","no","no"," 20210101000101","20210101000101"
"131","131","ESCENCIA VAINILLA  CIRCE x 1 lts","ESCENCIA VAINILLA  CIRCE x 1 lts","no","500","160","0","160","160","123456789","5","1","no","no"," 20210101000101","20210101000101"
"132","132","ESCENCIA VAINILLA  CIRCE x 30 CC","ESCENCIA VAINILLA  CIRCE x 30 CC","no","500","48","0","48","48","123456789","5","1","no","no"," 20210101000101","20210101000101"
"133","133","ESPECIAS SURTIDAS x 1 kg","ESPECIAS SURTIDAS x 1 kg","no","500","400","0","400","400","123456789","4","1","no","no"," 20210101000101","20210101000101"
"134","134","ESPINACA EN POLVO x 1 kg","ESPINACA EN POLVO x 1 kg","no","500","1250","0","1250","1250","123456789","4","1","no","no"," 20210101000101","20210101000101"
"135","135","ESPINACA x 800 g","ESPINACA x 800 g","no","500","135","0","135","135","123456789","7","1","no","no"," 20210101000101","20210101000101"
"136","136","FAINALIN EN CAJA 8 x 200 grs","FAINALIN EN CAJA 8 x 200 grs","no","500","580","0","580","580","123456789","9","1","no","no"," 20210101000101","20210101000101"
"137","137","FAINALIN x 10 Kg","FAINALIN x 10 Kg","no","500","1280","0","1280","1280","123456789","9","1","no","no"," 20210101000101","20210101000101"
"138","138","FAINALIN x 5 Kg","FAINALIN x 5 Kg","no","500","780","0","780","780","123456789","9","1","no","no"," 20210101000101","20210101000101"
"139","139","FLAN EMTH 500 gr","FLAN EMTH 500 gr","no","500","190","0","190","190","123456789","5","1","no","no"," 20210101000101","20210101000101"
"140","140","FORMITAS DE POLLO BAS-FROST 6kg ","FORMITAS DE POLLO BAS-FROST 6kg ","no","500","2200","0","2200","2200","123456789","6","1","no","no"," 20210101000101","20210101000101"
"141","141","GELATINA S/SABOR x 500 gr","GELATINA S/SABOR x 500 gr","no","500","1120","0","1120","1120","123456789","5","1","no","no"," 20210101000101","20210101000101"
"142","142","GELATINA SIN SABOR x 1/2kg","GELATINA SIN SABOR x 1/2kg","no","500","1100","0","1100","1100","123456789","5","1","no","no"," 20210101000101","20210101000101"
"143","143","GRASA GORGRAS PRIMER JUGO ","GRASA GORGRAS PRIMER JUGO ","no","500","4000","0","4000","4000","123456789","5","1","no","no"," 20210101000101","20210101000101"
"144","144","GRASA GORGRAS REFINADA ","GRASA GORGRAS REFINADA ","no","500","4590","0","4590","4590","123456789","5","1","no","no"," 20210101000101","20210101000101"
"145","145","HAMBURGUES KANDY x 40","HAMBURGUES KANDY x 40","no","500","960","0","960","960","123456789","6","1","no","no"," 20210101000101","20210101000101"
"146","146","HAMBURGUESA CARNE PATY  60x80 grs ","HAMBURGUESA CARNE PATY  60x80 grs ","no","500","3300","0","3300","3300","123456789","6","1","no","no"," 20210101000101","20210101000101"
"147","147","HAMBURGUESA CARNE PATY SUPER 40x125 grs ","HAMBURGUESA CARNE PATY SUPER 40x125 grs ","no","500","3600","0","3600","3600","123456789","6","1","no","no"," 20210101000101","20210101000101"
"148","148","HARINA CENTRAL NORTE x 25 Kg 000","HARINA CENTRAL NORTE x 25 Kg 000","no","500","1220","0","1220","1220","123456789","10","1","no","no"," 20210101000101","20210101000101"
"149","149","HARINA CENTRAL NORTE x 25 Kg 0000","HARINA CENTRAL NORTE x 25 Kg 0000","no","500","1260","0","1260","1260","123456789","10","1","no","no"," 20210101000101","20210101000101"
"150","150","HARINA PREMIUN CENTRAL NORTE 0000 x 25 kg","HARINA PREMIUN CENTRAL NORTE 0000 x 25 kg","no","500","1380","0","1380","1380","123456789","10","1","no","no"," 20210101000101","20210101000101"
"151","151","HINOJO x 1 kg ","HINOJO x 1 kg ","no","500","480","0","480","480","123456789","4","1","no","no"," 20210101000101","20210101000101"
"152","152","HOJALDRE GORGRAS x 20 kg","HOJALDRE GORGRAS x 20 kg","no","500","5220","0","5220","5220","123456789","5","1","no","no"," 20210101000101","20210101000101"
"153","153","HUESITOS FRUTAL BL x 1 kg ","HUESITOS FRUTAL BL x 1 kg ","no","500","180","0","180","180","123456789","5","1","no","no"," 20210101000101","20210101000101"
"154","154","HUEVO x 1/2 CAJON N 1","HUEVO x 1/2 CAJON N 1","no","500","1500","0","1500","1500","123456789","9","1","no","no"," 20210101000101","20210101000101"
"155","155","HUEVO x CAJON N 1","HUEVO x CAJON N 1","no","500","3000","0","3000","3000","123456789","9","1","no","no"," 20210101000101","20210101000101"
"156","156","HUEVO x Maple ","HUEVO x Maple ","no","500","250","0","250","250","123456789","9","1","no","no"," 20210101000101","20210101000101"
