"141","141","CREMA CHANTY/VAINILLA RELL Y COB POTE x 1 kg ","CREMA CHANTY/VAINILLA RELL Y COB POTE x 1 kg ","no","100","1","0","570","1","123456929","1","1","no","no","1","no","20210101000101","20210101000101"
"142","142","CREMA LEDEVIT CHOCOLATE x 47 kg","CREMA LEDEVIT CHOCOLATE x 47 kg","no","100","1","0","1980","1","123456930","1","1","no","no","1","no","20210101000101","20210101000101"
"143","143","CREMA LEDEVIT Vainilla / Chanty x 47 kg","CREMA LEDEVIT Vainilla / Chanty x 47 kg","no","100","1","0","2240","1","123456931","1","1","no","no","1","no","20210101000101","20210101000101"
"144","144","DULCE DE BATATA LISO/CHOCO CAJA CAYFAR x 5kg","DULCE DE BATATA LISO/CHOCO CAJA CAYFAR x 5kg","no","100","1","0","845","1","123456932","1","1","no","no","1","no","20210101000101","20210101000101"
"145","145","DULCE DE BATATA LISO/CHOCO LATA CAYFAR x 5kg ","DULCE DE BATATA LISO/CHOCO LATA CAYFAR x 5kg ","no","100","1","0","1080","1","123456933","1","1","no","no","1","no","20210101000101","20210101000101"
"146","146","CREMA x 5 Lts","CREMA x 5 Lts","no","100","1","0","3200","1","123456934","1","1","no","no","1","no","20210101000101","20210101000101"
"147","147","DULCE DE LECHE  IL CONSIGLIERI x 1 kg ","DULCE DE LECHE  IL CONSIGLIERI x 1 kg ","no","100","1","0","460","1","123456935","1","1","no","no","1","no","20210101000101","20210101000101"
"148","148","DULCE DE LECHE  IL CONSIGLIERI x 3 kg ","DULCE DE LECHE  IL CONSIGLIERI x 3 kg ","no","100","1","0","1050","1","123456936","1","1","no","no","1","no","20210101000101","20210101000101"
"149","149","MANTECA PILON x 5 kg","MANTECA PILON x 5 kg","no","100","1","0","4480","1","123456937","1","1","no","no","1","no","20210101000101","20210101000101"
"150","150","PROBOLETA x kg","PROBOLETA x kg","no","100","1","0","1330","1","123456938","1","1","no","no","1","no","20210101000101","20210101000101"
"151","151","QUESO AZUL  IL CONSIGLIERI x kg ","QUESO AZUL  IL CONSIGLIERI x kg ","no","100","1","0","1050","1","123456939","1","1","no","no","1","no","20210101000101","20210101000101"
"152","152","QUESO CUARTIROLO IL CONSIGLIERI x kg ( CREMOSO)","QUESO CUARTIROLO IL CONSIGLIERI x kg ( CREMOSO)","no","100","1","0","660","1","123456940","1","1","no","no","1","no","20210101000101","20210101000101"
"153","153","QUESO PORT SALUT x kg","QUESO PORT SALUT x kg","no","100","1","0","755","1","123456941","1","1","no","no","1","no","20210101000101","20210101000101"
